utla,year,tb_count
E08000007,2023,13
E08000007,2024,13
E08000008,2001,28
E08000008,2002,16
E08000008,2003,32
E08000008,2004,13
E08000008,2005,39
E08000008,2006,18
E08000008,2007,21
E08000008,2008,29
E08000008,2009,46
E08000008,2010,35
E08000008,2011,33
E08000008,2012,34
E08000008,2013,22
E08000008,2014,19
E08000008,2015,16
E08000008,2016,21
E08000008,2017,29
E08000008,2018,21
E08000008,2019,17
E08000008,2020,12
E08000008,2021,29
E08000008,2022,16
E08000008,2023,24
E08000008,2024,26
E08000009,2001,31
E08000009,2002,27
E08000009,2003,22
E08000009,2004,29
E08000009,2005,18
E08000009,2006,16
E08000009,2007,29
E08000009,2008,19
E08000009,2009,31
E08000009,2010,23
E08000009,2011,27
E08000009,2012,39
E08000009,2013,31
E08000009,2014,26
E08000009,2015,22
E08000009,2016,25
E08000009,2017,19
E08000009,2018,19
E08000009,2019,11
E08000009,2020,24
E08000009,2021,21
E08000009,2022,14
E08000009,2023,22
E08000009,2024,23
E08000010,2001,0
E08000010,2002,7
E08000010,2003,7
E08000010,2004,7
E08000010,2005,13
E08000010,2006,13
E08000010,2007,11
E08000010,2008,9
E08000010,2009,16
E08000010,2010,15
E08000010,2011,9
E08000010,2012,7
E08000010,2013,14
E08000010,2014,11
E08000010,2015,14
E08000010,2016,15
E08000010,2017,5
E08000010,2018,8
E08000010,2019,11
E08000010,2020,7
E08000010,2021,4
E08000010,2022,3
E08000010,2023,13
E08000010,2024,8
E08000011,2001,2
E08000011,2002,6
E08000011,2003,8
E08000011,2004,3
E08000011,2005,3
E08000011,2006,8
E08000011,2007,0
E08000011,2008,4
E08000011,2009,4
E08000011,2010,3
E08000011,2011,5
E08000011,2012,2
E08000011,2013,5
E08000011,2014,3
E08000011,2015,2
E08000011,2016,1
E08000011,2017,0
E08000011,2018,1
E08000011,2019,0
E08000011,2020,4
E08000011,2021,0
E08000011,2022,3
E08000011,2023,5
E08000011,2024,6
E08000012,2001,48
E08000012,2002,35
E08000012,2003,19
E08000012,2004,18
E08000012,2005,87
E08000012,2006,60
E08000012,2007,44
E08000012,2008,50
E08000012,2009,45
E08000012,2010,61
E08000012,2011,42
E08000012,2012,48
E08000012,2013,41
E08000012,2014,36
E08000012,2015,41
E08000012,2016,35
E08000012,2017,38
E08000012,2018,30
E08000012,2019,43
E08000012,2020,33
E08000012,2021,28
E08000012,2022,29
E08000012,2023,49
E08000012,2024,57
E08000013,2001,4
E08000013,2002,4
E08000013,2003,3
E08000013,2004,3
E08000013,2005,5
E08000013,2006,0
E08000013,2007,4
E08000013,2008,4
E08000013,2009,2
E08000013,2010,4
E08000013,2011,5
E08000013,2012,5
E08000013,2013,3
E08000013,2014,5
E08000013,2015,2
E08000013,2016,2
E08000013,2017,3
E08000013,2018,1
E08000013,2019,2
E08000013,2020,0
E08000013,2021,4
E08000013,2022,5
E08000013,2023,5
E08000013,2024,4
E08000014,2001,12
E08000014,2002,6
E08000014,2003,12
E08000014,2004,11
E08000014,2005,14
E08000014,2006,9
E08000014,2007,5
E08000014,2008,12
E08000014,2009,9
E08000014,2010,10
E08000014,2011,7
E08000014,2012,17
E08000014,2013,6
E08000014,2014,9
E08000014,2015,6
E08000014,2016,8
E08000014,2017,5
E08000014,2018,6
E08000014,2019,10
E08000014,2020,6
E08000014,2021,5
E08000014,2022,4
E08000014,2023,5
E08000014,2024,8
E08000015,2001,10
E08000015,2002,13
E08000015,2003,5
E08000015,2004,4
E08000015,2005,12
E08000015,2006,15
E08000015,2007,16
E08000015,2008,10
E08000015,2009,10
E08000015,2010,16
E08000015,2011,10
E08000015,2012,11
E08000015,2013,11
E08000015,2014,6
E08000015,2015,10
E08000015,2016,13
E08000015,2017,6
E08000015,2018,8
E08000015,2019,10
E08000015,2020,9
E08000015,2021,7
E08000015,2022,6
E08000015,2023,5
E08000015,2024,5
E08000016,2001,6
E08000016,2002,9
E08000016,2003,9
E08000016,2004,10
E08000016,2005,4
E08000016,2006,11
E08000016,2007,6
E08000016,2008,6
E08000016,2009,3
E08000016,2010,8
E08000016,2011,12
E08000016,2012,3
E08000016,2013,5
E08000016,2014,11
E08000016,2015,8
E08000016,2016,10
E08000016,2017,4
E08000016,2018,2
E08000016,2019,8
E08000016,2020,4
E08000016,2021,7
E08000016,2022,9
E08000016,2023,10
E08000016,2024,6
E08000017,2001,16
E08000017,2002,14
E08000017,2003,21
E08000017,2004,18
E08000017,2005,15
E08000017,2006,16
E08000017,2007,20
E08000017,2008,9
E08000017,2009,11
E08000017,2010,22
E08000017,2011,22
E08000017,2012,21
E08000017,2013,19
E08000017,2014,30
E08000017,2015,18
E08000017,2016,10
E08000017,2017,15
E08000017,2018,15
E08000017,2019,18
E08000017,2020,9
E08000017,2021,14
E08000017,2022,27
E08000017,2023,16
E08000017,2024,24
E08000018,2001,37
E08000018,2002,37
E08000018,2003,33
E08000018,2004,28
E08000018,2005,26
E08000018,2006,18
E08000018,2007,21
E08000018,2008,14
E08000018,2009,26
E08000018,2010,20
E08000018,2011,19
E08000018,2012,30
E08000018,2013,13
E08000018,2014,21
E08000018,2015,10
E08000018,2016,10
E08000018,2017,19
E08000018,2018,11
E08000018,2019,16
E08000018,2020,9
E08000018,2021,15
E08000018,2022,12
E08000018,2023,9
E08000018,2024,7
E08000019,2001,82
E08000019,2002,58
E08000019,2003,91
E08000019,2004,90
E08000019,2005,85
E08000019,2006,97
E08000019,2007,129
E08000019,2008,74
E08000019,2009,77
E08000019,2010,84
E08000019,2011,89
E08000019,2012,92
E08000019,2013,95
E08000019,2014,83
E08000019,2015,69
E08000019,2016,63
E08000019,2017,36
E08000019,2018,56
E08000019,2019,46
E08000019,2020,33
E08000019,2021,23
E08000019,2022,43
E08000019,2023,40
E08000019,2024,69
E08000021,2001,39
E08000021,2002,37
E08000021,2003,34
E08000021,2004,38
E08000021,2005,38
E08000021,2006,36
E08000021,2007,55
E08000021,2008,40
E08000021,2009,34
E08000021,2010,51
E08000021,2011,43
E08000021,2012,50
E08000021,2013,35
E08000021,2014,42
E08000021,2015,46
E08000021,2016,35
E08000021,2017,31
E08000021,2018,39
E08000021,2019,18
E08000021,2020,25
E08000021,2021,29
E08000021,2022,23
E08000021,2023,34
E08000021,2024,39
E08000022,2001,9
E08000022,2002,10
E08000022,2003,10
E08000022,2004,11
E08000022,2005,11
E08000022,2006,7
E08000022,2007,6
E08000022,2008,12
E08000022,2009,8
E08000022,2010,11
E08000022,2011,6
E08000022,2012,4
E08000022,2013,13
E08000022,2014,13
E08000022,2015,2
E08000022,2016,5
E08000022,2017,6
E08000022,2018,7
E08000022,2019,5
E08000022,2020,2
E08000022,2021,7
E08000022,2022,4
E08000022,2023,8
E08000022,2024,8
E08000023,2001,16
E08000023,2002,6
E08000023,2003,9
E08000023,2004,6
E08000023,2005,1
E08000023,2006,5
E08000023,2007,12
E08000023,2008,10
E08000023,2009,12
E08000023,2010,6
E08000023,2011,6
E08000023,2012,3
E08000023,2013,3
E08000023,2014,14
E08000023,2015,8
E08000023,2016,4
E08000023,2017,1
E08000023,2018,5
E08000023,2019,6
E08000023,2020,3
E08000023,2021,1
E08000023,2022,6
E08000023,2023,4
E08000023,2024,5
E08000024,2001,26
E08000024,2002,21
E08000024,2003,14
E08000024,2004,19
E08000024,2005,18
E08000024,2006,23
E08000024,2007,19
E08000024,2008,25
E08000024,2009,16
E08000024,2010,18
E08000024,2011,16
E08000024,2012,21
E08000024,2013,25
E08000024,2014,18
E08000024,2015,14
E08000024,2016,8
E08000024,2017,14
E08000024,2018,10
E08000024,2019,7
E08000024,2020,5
E08000024,2021,4
E08000024,2022,5
E08000024,2023,14
E08000024,2024,12
E08000025,2001,313
E08000025,2002,328
E08000025,2003,343
E08000025,2004,393
E08000025,2005,376
E08000025,2006,415
E08000025,2007,373
E08000025,2008,431
E08000025,2009,470
E08000025,2010,358
E08000025,2011,401
E08000025,2012,447
E08000025,2013,388
E08000025,2014,319
E08000025,2015,251
E08000025,2016,268
E08000025,2017,249
E08000025,2018,228
E08000025,2019,213
E08000025,2020,185
E08000025,2021,214
E08000025,2022,184
E08000025,2023,217
E08000025,2024,228
E08000026,2001,61
E08000026,2002,76
E08000026,2003,58
E08000026,2004,79
E08000026,2005,87
E08000026,2006,95
E08000026,2007,131
E08000026,2008,107
E08000026,2009,91
E08000026,2010,80
E08000026,2011,120
E08000026,2012,131
E08000026,2013,100
E08000026,2014,91
E08000026,2015,88
E08000026,2016,84
E08000026,2017,81
E08000026,2018,76
E08000026,2019,80
E08000026,2020,57
E08000026,2021,42
E08000026,2022,67
E08000026,2023,63
E08000026,2024,85
E08000027,2001,18
E08000027,2002,48
E08000027,2003,30
E08000027,2004,33
E08000027,2005,32
E08000027,2006,34
E08000027,2007,43
E08000027,2008,38
E08000027,2009,29
E08000027,2010,35
E08000027,2011,34
E08000027,2012,29
E08000027,2013,42
E08000027,2014,21
E08000027,2015,32
E08000027,2016,21
E08000027,2017,21
E08000027,2018,27
E08000027,2019,18
E08000027,2020,15
E08000027,2021,18
E08000027,2022,23
E08000027,2023,13
E08000027,2024,22
E08000028,2001,81
E08000028,2002,86
E08000028,2003,86
E08000028,2004,90
E08000028,2005,118
E08000028,2006,112
E08000028,2007,112
E08000028,2008,107
E08000028,2009,107
E08000028,2010,101
E08000028,2011,106
E08000028,2012,118
E08000028,2013,121
E08000028,2014,77
E08000028,2015,96
E08000028,2016,86
E08000028,2017,79
E08000028,2018,52
E08000028,2019,63
E08000028,2020,66
E08000028,2021,67
E08000028,2022,64
E08000028,2023,51
E08000028,2024,73
E08000029,2001,10
E08000029,2002,9
E08000029,2003,16
E08000029,2004,13
E08000029,2005,11
E08000029,2006,21
E08000029,2007,13
E08000029,2008,18
E08000029,2009,20
E08000029,2010,4
E08000029,2011,21
E08000029,2012,23
E08000029,2013,15
E08000029,2014,15
E08000029,2015,12
E08000029,2016,14
E08000029,2017,8
E08000029,2018,6
E08000029,2019,11
E08000029,2020,7
E08000029,2021,8
E08000029,2022,5
E08000029,2023,10
E08000029,2024,14
E08000030,2001,58
E08000030,2002,59
E08000030,2003,54
E08000030,2004,60
E08000030,2005,44
E08000030,2006,51
E08000030,2007,61
E08000030,2008,56
E08000030,2009,47
E08000030,2010,48
E08000030,2011,68
E08000030,2012,50
E08000030,2013,52
E08000030,2014,36
E08000030,2015,33
E08000030,2016,45
E08000030,2017,52
E08000030,2018,42
E08000030,2019,28
E08000030,2020,38
E08000030,2021,44
E08000030,2022,36
E08000030,2023,36
E08000030,2024,41
E08000031,2001,50
E08000031,2002,69
E08000031,2003,74
E08000031,2004,87
E08000031,2005,90
E08000031,2006,62
E08000031,2007,66
E08000031,2008,76
E08000031,2009,76
E08000031,2010,81
E08000031,2011,90
E08000031,2012,76
E08000031,2013,81
E08000031,2014,63
E08000031,2015,57
E08000031,2016,68
E08000031,2017,47
E08000031,2018,55
E08000031,2019,51
E08000031,2020,50
E08000031,2021,64
E08000031,2022,44
E08000031,2023,56
E08000031,2024,84
E08000032,2001,144
E08000032,2002,118
E08000032,2003,141
E08000032,2004,110
E08000032,2005,158
E08000032,2006,185
E08000032,2007,170
E08000032,2008,171
E08000032,2009,205
E08000032,2010,172
E08000032,2011,173
E08000032,2012,170
E08000032,2013,155
E08000032,2014,95
E08000032,2015,102
E08000032,2016,91
E08000032,2017,91
E08000032,2018,73
E08000032,2019,68
E08000032,2020,73
E08000032,2021,76
E08000032,2022,62
E08000032,2023,91
E08000032,2024,88
E08000033,2001,21
E08000033,2002,29
E08000033,2003,27
E08000033,2004,18
E08000033,2005,24
E08000033,2006,23
E08000033,2007,23
E08000033,2008,22
E08000033,2009,30
E08000033,2010,25
E08000033,2011,20
E08000033,2012,20
E08000033,2013,22
E08000033,2014,19
E08000033,2015,11
E08000033,2016,18
E08000033,2017,7
E08000033,2018,12
E08000033,2019,14
E08000033,2020,8
E08000033,2021,14
E08000033,2022,10
E08000033,2023,8
E08000033,2024,14
E08000034,2001,83
E08000034,2002,85
E08000034,2003,81
E08000034,2004,69
E08000034,2005,80
E08000034,2006,76
E08000034,2007,85
E08000034,2008,101
E08000034,2009,104
E08000034,2010,103
E08000034,2011,123
E08000034,2012,87
E08000034,2013,74
E08000034,2014,85
E08000034,2015,65
E08000034,2016,66
E08000034,2017,46
E08000034,2018,60
E08000034,2019,37
E08000034,2020,28
E08000034,2021,37
E08000034,2022,33
E08000034,2023,38
E08000034,2024,47
E08000035,2001,93
E08000035,2002,101
E08000035,2003,78
E08000035,2004,113
E08000035,2005,104
E08000035,2006,147
E08000035,2007,100
E08000035,2008,151
E08000035,2009,125
E08000035,2010,117
E08000035,2011,113
E08000035,2012,84
E08000035,2013,114
E08000035,2014,93
E08000035,2015,90
E08000035,2016,83
E08000035,2017,63
E08000035,2018,58
E08000035,2019,73
E08000035,2020,53
E08000035,2021,70
E08000035,2022,60
E08000035,2023,67
E08000035,2024,80
E08000036,2001,16
E08000036,2002,10
E08000036,2003,15
E08000036,2004,27
E08000036,2005,23
E08000036,2006,20
E08000036,2007,15
E08000036,2008,18
E08000036,2009,23
E08000036,2010,20
E08000036,2011,15
E08000036,2012,17
E08000036,2013,22
E08000036,2014,25
E08000036,2015,9
E08000036,2016,17
E08000036,2017,13
E08000036,2018,17
E08000036,2019,12
E08000036,2020,8
E08000036,2021,14
E08000036,2022,8
E08000036,2023,12
E08000036,2024,8
E08000037,2001,6
E08000037,2002,7
E08000037,2003,6
E08000037,2004,2
E08000037,2005,3
E08000037,2006,8
E08000037,2007,4
E08000037,2008,7
E08000037,2009,15
E08000037,2010,3
E08000037,2011,9
E08000037,2012,12
E08000037,2013,9
E08000037,2014,21
E08000037,2015,11
E08000037,2016,13
E08000037,2017,9
E08000037,2018,6
E08000037,2019,8
E08000037,2020,8
E08000037,2021,4
E08000037,2022,4
E08000037,2023,7
E08000037,2024,8
E09000002,2001,29
E09000002,2002,35
E09000002,2003,41
E09000002,2004,43
E09000002,2005,60
E09000002,2006,49
E09000002,2007,62
E09000002,2008,69
E09000002,2009,72
E09000002,2010,69
E09000002,2011,61
E09000002,2012,65
E09000002,2013,71
E09000002,2014,67
E09000002,2015,42
E09000002,2016,65
E09000002,2017,53
E09000002,2018,56
E09000002,2019,37
E09000002,2020,37
E09000002,2021,32
E09000002,2022,33
E09000002,2023,61
E09000002,2024,50
E09000003,2001,77
E09000003,2002,102
E09000003,2003,102
E09000003,2004,93
E09000003,2005,116
E09000003,2006,124
E09000003,2007,104
E09000003,2008,113
E09000003,2009,105
E09000003,2010,115
E09000003,2011,98
E09000003,2012,111
E09000003,2013,74
E09000003,2014,73
E09000003,2015,74
E09000003,2016,74
E09000003,2017,61
E09000003,2018,60
E09000003,2019,47
E09000003,2020,51
E09000003,2021,46
E09000003,2022,51
E09000003,2023,58
E09000003,2024,51
E09000004,2001,17
E09000004,2002,22
E09000004,2003,25
E09000004,2004,30
E09000004,2005,22
E09000004,2006,19
E09000004,2007,26
E09000004,2008,21
E09000004,2009,17
E09000004,2010,20
E09000004,2011,35
E09000004,2012,25
E09000004,2013,33
E09000004,2014,17
E09000004,2015,19
E09000004,2016,30
E09000004,2017,33
E09000004,2018,24
E09000004,2019,21
E09000004,2020,21
E09000004,2021,20
E09000004,2022,16
E09000004,2023,33
E09000004,2024,37
E09000005,2001,231
E09000005,2002,211
E09000005,2003,216
E09000005,2004,230
E09000005,2005,283
E09000005,2006,240
E09000005,2007,274
E09000005,2008,305
E09000005,2009,296
E09000005,2010,295
E09000005,2011,310
E09000005,2012,308
E09000005,2013,281
E09000005,2014,204
E09000005,2015,166
E09000005,2016,191
E09000005,2017,150
E09000005,2018,112
E09000005,2019,114
E09000005,2020,102
E09000005,2021,137
E09000005,2022,136
E09000005,2023,127
E09000005,2024,145
E09000006,2001,16
E09000006,2002,27
E09000006,2003,31
E09000006,2004,29
E09000006,2005,29
E09000006,2006,41
E09000006,2007,33
E09000006,2008,19
E09000006,2009,32
E09000006,2010,34
E09000006,2011,42
E09000006,2012,29
E09000006,2013,30
E09000006,2014,18
E09000006,2015,24
E09000006,2016,22
E09000006,2017,23
E09000006,2018,18
E09000006,2019,21
E09000006,2020,13
E09000006,2021,16
E09000006,2022,20
E09000006,2023,20
E09000006,2024,19
E09000007,2001,87
E09000007,2002,118
E09000007,2003,108
E09000007,2004,77
E09000007,2005,101
E09000007,2006,96
E09000007,2007,90
E09000007,2008,85
E09000007,2009,100
E09000007,2010,69
E09000007,2011,70
E09000007,2012,62
E09000007,2013,45
E09000007,2014,43
E09000007,2015,38
E09000007,2016,50
E09000007,2017,44
E09000007,2018,26
E09000007,2019,46
E09000007,2020,32
E09000007,2021,30
E09000007,2022,36
E09000007,2023,30
E09000007,2024,27
E09000008,2001,96
E09000008,2002,109
E09000008,2003,113
E09000008,2004,118
E09000008,2005,113
E09000008,2006,102
E09000008,2007,115
E09000008,2008,111
E09000008,2009,124
E09000008,2010,110
E09000008,2011,132
E09000008,2012,120
E09000008,2013,109
E09000008,2014,79
E09000008,2015,90
E09000008,2016,84
E09000008,2017,70
E09000008,2018,69
E09000008,2019,71
E09000008,2020,70
E09000008,2021,83
E09000008,2022,68
E09000008,2023,64
E09000008,2024,108
E09000009,2001,184
E09000009,2002,201
E09000009,2003,186
E09000009,2004,254
E09000009,2005,237
E09000009,2006,233
E09000009,2007,236
E09000009,2008,198
E09000009,2009,220
E09000009,2010,207
E09000009,2011,242
E09000009,2012,246
E09000009,2013,212
E09000009,2014,210
E09000009,2015,161
E09000009,2016,118
E09000009,2017,128
E09000009,2018,126
E09000009,2019,133
E09000009,2020,94
E09000009,2021,109
E09000009,2022,124
E09000009,2023,118
E09000009,2024,140
E09000010,2001,92
E09000010,2002,84
E09000010,2003,98
E09000010,2004,95
E09000010,2005,103
E09000010,2006,100
E09000010,2007,72
E09000010,2008,100
E09000010,2009,116
E09000010,2010,95
E09000010,2011,75
E09000010,2012,79
E09000010,2013,68
E09000010,2014,68
E09000010,2015,70
E09000010,2016,66
E09000010,2017,53
E09000010,2018,61
E09000010,2019,51
E09000010,2020,35
E09000010,2021,38
E09000010,2022,39
E09000010,2023,56
E09000010,2024,51
E09000011,2001,69
E09000011,2002,81
E09000011,2003,73
E09000011,2004,88
E09000011,2005,87
E09000011,2006,98
E09000011,2007,104
E09000011,2008,138
E09000011,2009,121
E09000011,2010,119
E09000011,2011,112
E09000011,2012,131
E09000011,2013,105
E09000011,2014,97
E09000011,2015,91
E09000011,2016,62
E09000011,2017,68
E09000011,2018,69
E09000011,2019,63
E09000011,2020,47
E09000011,2021,38
E09000011,2022,42
E09000011,2023,51
E09000011,2024,61
E09000012,2001,252
E09000012,2002,294
E09000012,2003,314
E09000012,2004,314
E09000012,2005,260
E09000012,2006,270
E09000012,2007,284
E09000012,2008,248
E09000012,2009,236
E09000012,2010,188
E09000012,2011,182
E09000012,2012,178
E09000012,2013,176
E09000012,2014,148
E09000012,2015,122
E09000012,2016,140
E09000012,2017,126
E09000012,2018,112
E09000012,2019,82
E09000012,2020,68
E09000012,2021,100
E09000012,2022,54
E09000012,2023,76
E09000012,2024,98
E09000013,2001,67
E09000013,2002,73
E09000013,2003,66
E09000013,2004,69
E09000013,2005,89
E09000013,2006,80
E09000013,2007,67
E09000013,2008,67
E09000013,2009,73
E09000013,2010,53
E09000013,2011,68
E09000013,2012,46
E09000013,2013,48
E09000013,2014,36
E09000013,2015,40
E09000013,2016,34
E09000013,2017,34
E09000013,2018,20
E09000013,2019,19
E09000013,2020,19
E09000013,2021,24
E09000013,2022,23
E09000013,2023,33
E09000013,2024,31
E09000014,2001,145
E09000014,2002,140
E09000014,2003,128
E09000014,2004,150
E09000014,2005,130
E09000014,2006,155
E09000014,2007,93
E09000014,2008,104
E09000014,2009,132
E09000014,2010,100
E09000014,2011,134
E09000014,2012,100
E09000014,2013,86
E09000014,2014,76
E09000014,2015,64
E09000014,2016,73
E09000014,2017,59
E09000014,2018,45
E09000014,2019,43
E09000014,2020,37
E09000014,2021,38
E09000014,2022,36
E09000014,2023,44
E09000014,2024,45
E09000015,2001,94
E09000015,2002,117
E09000015,2003,115
E09000015,2004,99
E09000015,2005,132
E09000015,2006,123
E09000015,2007,122
E09000015,2008,125
E09000015,2009,135
E09000015,2010,138
E09000015,2011,153
E09000015,2012,184
E09000015,2013,151
E09000015,2014,111
E09000015,2015,83
E09000015,2016,92
E09000015,2017,82
E09000015,2018,61
E09000015,2019,66
E09000015,2020,94
E09000015,2021,76
E09000015,2022,76
E09000015,2023,91
E09000015,2024,113
E09000016,2001,16
E09000016,2002,20
E09000016,2003,13
E09000016,2004,12
E09000016,2005,30
E09000016,2006,23
E09000016,2007,16
E09000016,2008,20
E09000016,2009,30
E09000016,2010,13
E09000016,2011,18
E09000016,2012,27
E09000016,2013,28
E09000016,2014,24
E09000016,2015,23
E09000016,2016,25
E09000016,2017,30
E09000016,2018,25
E09000016,2019,15
E09000016,2020,11
E09000016,2021,14
E09000016,2022,17
E09000016,2023,25
E09000016,2024,24
E09000017,2001,88
E09000017,2002,106
E09000017,2003,115
E09000017,2004,117
E09000017,2005,137
E09000017,2006,124
E09000017,2007,124
E09000017,2008,151
E09000017,2009,121
E09000017,2010,125
E09000017,2011,131
E09000017,2012,139
E09000017,2013,101
E09000017,2014,122
E09000017,2015,98
E09000017,2016,87
E09000017,2017,66
E09000017,2018,74
E09000017,2019,74
E09000017,2020,56
E09000017,2021,68
E09000017,2022,72
E09000017,2023,64
E09000017,2024,99
E09000018,2001,121
E09000018,2002,119
E09000018,2003,102
E09000018,2004,115
E09000018,2005,167
E09000018,2006,134
E09000018,2007,134
E09000018,2008,134
E09000018,2009,170
E09000018,2010,198
E09000018,2011,181
E09000018,2012,190
E09000018,2013,162
E09000018,2014,152
E09000018,2015,112
E09000018,2016,119
E09000018,2017,89
E09000018,2018,71
E09000018,2019,92
E09000018,2020,92
E09000018,2021,66
E09000018,2022,91
E09000018,2023,84
E09000018,2024,103
E09000019,2001,78
E09000019,2002,105
E09000019,2003,94
E09000019,2004,86
E09000019,2005,86
E09000019,2006,96
E09000019,2007,93
E09000019,2008,93
E09000019,2009,91
E09000019,2010,63
E09000019,2011,82
E09000019,2012,69
E09000019,2013,63
E09000019,2014,59
E09000019,2015,48
E09000019,2016,42
E09000019,2017,43
E09000019,2018,29
E09000019,2019,31
E09000019,2020,22
E09000019,2021,35
E09000019,2022,28
E09000019,2023,31
E09000019,2024,27
E09000020,2001,40
E09000020,2002,34
E09000020,2003,51
E09000020,2004,48
E09000020,2005,47
E09000020,2006,53
E09000020,2007,32
E09000020,2008,52
E09000020,2009,50
E09000020,2010,36
E09000020,2011,47
E09000020,2012,33
E09000020,2013,35
E09000020,2014,36
E09000020,2015,21
E09000020,2016,22
E09000020,2017,28
E09000020,2018,22
E09000020,2019,15
E09000020,2020,18
E09000020,2021,14
E09000020,2022,20
E09000020,2023,16
E09000020,2024,9
E09000021,2001,14
E09000021,2002,20
E09000021,2003,20
E09000021,2004,22
E09000021,2005,28
E09000021,2006,25
E09000021,2007,29
E09000021,2008,29
E09000021,2009,31
E09000021,2010,37
E09000021,2011,30
E09000021,2012,28
E09000021,2013,25
E09000021,2014,26
E09000021,2015,21
E09000021,2016,11
E09000021,2017,5
E09000021,2018,18
E09000021,2019,14
E09000021,2020,15
E09000021,2021,19
E09000021,2022,7
E09000021,2023,18
E09000021,2024,17
E09000022,2001,125
E09000022,2002,158
E09000022,2003,156
E09000022,2004,126
E09000022,2005,144
E09000022,2006,134
E09000022,2007,104
E09000022,2008,126
E09000022,2009,117
E09000022,2010,114
E09000022,2011,97
E09000022,2012,98
E09000022,2013,76
E09000022,2014,77
E09000022,2015,62
E09000022,2016,57
E09000022,2017,48
E09000022,2018,52
E09000022,2019,47
E09000022,2020,51
E09000022,2021,48
E09000022,2022,48
E09000022,2023,46
E09000022,2024,47
E09000023,2001,68
E09000023,2002,96
E09000023,2003,80
E09000023,2004,77
E09000023,2005,98
E09000023,2006,84
E09000023,2007,100
E09000023,2008,82
E09000023,2009,73
E09000023,2010,73
E09000023,2011,106
E09000023,2012,85
E09000023,2013,70
E09000023,2014,69
E09000023,2015,63
E09000023,2016,63
E09000023,2017,48
E09000023,2018,54
E09000023,2019,47
E09000023,2020,42
E09000023,2021,27
E09000023,2022,39
E09000023,2023,33
E09000023,2024,39
E09000024,2001,31
E09000024,2002,55
E09000024,2003,41
E09000024,2004,62
E09000024,2005,61
E09000024,2006,66
E09000024,2007,57
E09000024,2008,63
E09000024,2009,61
E09000024,2010,54
E09000024,2011,64
E09000024,2012,72
E09000024,2013,60
E09000024,2014,47
E09000024,2015,51
E09000024,2016,47
E09000024,2017,35
E09000024,2018,26
E09000024,2019,32
E09000024,2020,27
E09000024,2021,28
E09000024,2022,25
E09000024,2023,31
E09000024,2024,32
E09000025,2001,203
E09000025,2002,219
E09000025,2003,245
E09000025,2004,241
E09000025,2005,256
E09000025,2006,261
E09000025,2007,277
E09000025,2008,283
E09000025,2009,309
E09000025,2010,301
E09000025,2011,370
E09000025,2012,367
E09000025,2013,335
E09000025,2014,252
E09000025,2015,248
E09000025,2016,188
E09000025,2017,162
E09000025,2018,161
E09000025,2019,156
E09000025,2020,140
E09000025,2021,144
E09000025,2022,149
E09000025,2023,142
E09000025,2024,164
E09000026,2001,83
E09000026,2002,92
E09000026,2003,111
E09000026,2004,109
E09000026,2005,120
E09000026,2006,144
E09000026,2007,135
E09000026,2008,162
E09000026,2009,147
E09000026,2010,137
E09000026,2011,161
E09000026,2012,154
E09000026,2013,150
E09000026,2014,131
E09000026,2015,113
E09000026,2016,124
E09000026,2017,107
E09000026,2018,91
E09000026,2019,88
E09000026,2020,80
E09000026,2021,88
E09000026,2022,81
E09000026,2023,92
E09000026,2024,111
E09000027,2001,11
E09000027,2002,16
E09000027,2003,11
E09000027,2004,12
E09000027,2005,19
E09000027,2006,20
E09000027,2007,14
E09000027,2008,13
E09000027,2009,20
E09000027,2010,16
E09000027,2011,16
E09000027,2012,13
E09000027,2013,12
E09000027,2014,9
E09000027,2015,14
E09000027,2016,11
E09000027,2017,10
E09000027,2018,14
E09000027,2019,14
E09000027,2020,5
E09000027,2021,14
E09000027,2022,9
E09000027,2023,8
E09000027,2024,10
E09000028,2001,95
E09000028,2002,106
E09000028,2003,100
E09000028,2004,132
E09000028,2005,136
E09000028,2006,125
E09000028,2007,104
E09000028,2008,117
E09000028,2009,95
E09000028,2010,95
E09000028,2011,118
E09000028,2012,115
E09000028,2013,92
E09000028,2014,76
E09000028,2015,80
E09000028,2016,79
E09000028,2017,70
E09000028,2018,44
E09000028,2019,49
E09000028,2020,43
E09000028,2021,45
E09000028,2022,49
E09000028,2023,37
E09000028,2024,56
E09000029,2001,17
E09000029,2002,32
E09000029,2003,31
E09000029,2004,24
E09000029,2005,25
E09000029,2006,28
E09000029,2007,32
E09000029,2008,18
E09000029,2009,30
E09000029,2010,33
E09000029,2011,32
E09000029,2012,29
E09000029,2013,25
E09000029,2014,24
E09000029,2015,22
E09000029,2016,26
E09000029,2017,14
E09000029,2018,24
E09000029,2019,30
E09000029,2020,18
E09000029,2021,24
E09000029,2022,22
E09000029,2023,24
E09000029,2024,16
E09000030,2001,64
E09000030,2002,126
E09000030,2003,149
E09000030,2004,118
E09000030,2005,128
E09000030,2006,132
E09000030,2007,153
E09000030,2008,132
E09000030,2009,139
E09000030,2010,153
E09000030,2011,140
E09000030,2012,120
E09000030,2013,100
E09000030,2014,94
E09000030,2015,82
E09000030,2016,90
E09000030,2017,67
E09000030,2018,61
E09000030,2019,71
E09000030,2020,53
E09000030,2021,65
E09000030,2022,72
E09000030,2023,59
E09000030,2024,68
E09000031,2001,66
E09000031,2002,106
E09000031,2003,100
E09000031,2004,99
E09000031,2005,114
